user_id,structuring_count,amount_std_dev,round_number_ratio,flow_ratio,distinct_counterparties,wager_ratio,win_loss_ratio,unique_device_count,unique_ip_count,night_owl_ratio,velocity_24h,avg_transaction_amount,is_smurf,smurf_type
USER_01376,0,96.59099292,0,1.12421084,0,3.197678081,1.577934182,5,5,0.028169014,1.20338981,162.3573239,FALSE,none
USER_00964,0,98.30366567,0,1.071351006,0,2.901963319,1.640630171,4,6,0.028169014,1.183333314,188.865493,FALSE,none
USER_01071,0,85.22647651,0.1,1.034606769,0,3.811707775,2.248394119,5,3,0.014084507,1.183333314,175.1426761,FALSE,none
USER_01882,0,87.20388111,0,1.069622882,0,2.439225253,1.661384842,2,5,0.039473684,1.266666646,172.4314474,FALSE,none
USER_03401,0,60.28530013,0,1.043054541,0,3.408520627,4.457725691,7,5,0.037974683,1.316666645,247.4808861,FALSE,none
USER_01117,0,109.3405835,0,1.018298018,0,3.70509248,3.344724444,5,4,0.026666666,1.249999979,215.9261333,FALSE,none
USER_02579,0,97.39774582,0,1.031162246,0,4.026472029,4.457725691,2,2,0.039999999,1.249999979,225.2889333,FALSE,none
USER_00268,0,86.21508707,0,1.094292739,0,3.674084711,1.434231701,5,2,0.057971014,1.149999981,174.1853623,FALSE,none
USER_04635,0,73.22919389,0,1.094928674,0,3.733948648,3.050377431,3,2,0.085714284,1.166666647,170.69,FALSE,none
USER_01421,0,92.41793093,0,1.054428232,0,4.208726763,2.591990183,5,4,0.039999999,1.249999979,194.0377333,FALSE,none
USER_02364,0,73.96627111,0,1.09107663,0,4.714796852,3.095217394,5,6,0.013333333,1.249999979,202.7234667,FALSE,none
USER_00346,0,78.32496175,0,1.030065208,0,3.020140735,1.245246497,2,2,0.014285714,1.166666647,184.8368571,FALSE,none
USER_02049,0,92.37790579,0,1.033371454,0,2.430440801,1.930518771,5,5,0.028169014,1.183333314,177.5508451,FALSE,none
USER_04085,0,70.23110601,0,1.021554819,0,2.852344464,1.658308974,6,6,0,1.166666647,156.0744286,FALSE,none
USER_02944,0,90.53728076,0,1.072633783,0,4.320768002,1.611933787,7,4,0.039999999,1.249999979,162.3093333,FALSE,none
USER_00146,0,95.49172373,0,1.059581618,0,2.692268622,2.74609761,2,3,0.026315789,1.266666646,221.6134211,FALSE,none
USER_02148,0,104.98606,0,1.027424455,0,4.851457823,2.469320393,4,5,0.067567567,1.233333313,193.2108108,FALSE,none
USER_00118,0,79.46631218,0,1.049872458,0,3.404743358,2.21034174,5,6,0.028985507,1.149999981,205.3268116,FALSE,none
USER_03218,0,78.93649317,0,1.057153875,0,3.630023103,2.085732178,6,2,0.042253521,1.183333314,217.1305634,FALSE,none
USER_01678,0,80.91518744,0.076923077,1.080466727,0,2.689177155,1.916352096,4,1,0.014084507,1.183333314,185.4094366,FALSE,none
USER_04325,0,89.33688074,0,1.026471625,0,2.887490428,2.170370281,5,4,0.051282051,1.299999978,208.615641,FALSE,none
USER_00980,0,64.81432976,0,1.03448092,0,3.673543781,1.485129393,4,4,0.028169014,1.183333314,161.2197183,FALSE,none
USER_00331,0,70.79291224,0,1.069614535,0,1.895585706,0.90420879,6,3,0,1.133333314,189.0017647,FALSE,none
USER_00424,0,87.49663431,0,1.037726337,0,3.44924597,4.219059092,7,5,0.036144578,1.406779637,253.2380723,FALSE,none
USER_03803,0,78.12996782,0,1.064572551,0,3.090421313,1.857373966,5,5,0.013157895,1.266666646,211.0675,FALSE,none
USER_02360,0,97.95446711,0,1.110775644,0,2.107041526,1.505919249,7,5,0.093333332,1.249999979,169.1862667,FALSE,none
USER_01217,0,88.92678362,0,1.119755775,0,3.045383258,1.145347715,3,2,0.03125,1.066666649,175.8145313,FALSE,none
USER_02703,0,92.14218757,0,1.054032356,0,3.187502864,1.489473382,2,5,0.027027027,1.233333313,166.9931081,FALSE,none
USER_00086,0,100.6588213,0,1.046322729,0,4.662511416,3.205776853,7,6,0.049999999,1.333333311,244.968875,FALSE,none
USER_01353,0,85.64375371,0,1.042440129,0,3.065199904,2.583930676,2,3,0.029411764,1.133333314,231.1213235,FALSE,none
USER_03874,0,83.45225583,0,1.068108097,0,2.632117344,1.138305116,4,2,0.014084507,1.183333314,171.8749296,FALSE,none
USER_00939,0,76.12096207,0.066666667,1.076170819,0,2.546419613,1.333950699,9,6,0.028169014,1.183333314,188.8587324,FALSE,none
USER_03793,0,90.25979254,0.076923077,1.141815702,0,2.697324231,1.575018079,5,3,0.014925373,1.116666648,176.2791045,FALSE,none
USER_01840,0,106.7295242,0,1.01665384,0,2.862999474,3.225909311,7,3,0.08108108,1.233333313,224.5118919,FALSE,none
USER_00719,0,67.67739091,0.071428571,1.031540125,0,2.71315124,1.926162254,4,4,0.014084507,1.183333314,136.624507,FALSE,none
USER_00997,0,74.88840998,0,1.055269449,0,3.423885145,2.577117368,4,3,0,1.249999979,181.3454667,FALSE,none
USER_04323,0,83.01570254,0,1.015194044,0,4.224940777,2.647324329,4,6,0.065789473,1.266666646,251.0905263,FALSE,none
USER_01283,0,90.78695184,0,1.067481627,0,2.768440049,1.442264046,5,4,0.038461538,1.299999978,170.3848718,FALSE,none
USER_01035,0,88.56341482,0,1.046160591,0,5.192811492,1.524921592,5,3,0.028169014,1.183333314,172.2322535,FALSE,none
USER_03539,0,83.17070029,0,1.018819914,0,3.184575738,1.987552108,10,1,0.025641025,1.299999978,204.1438462,FALSE,none
USER_01583,0,78.64872367,0,1.140036256,0,3.599090047,1.416116845,5,4,0.028985507,1.149999981,167.152029,FALSE,none
USER_00904,0,82.37084362,0,1.163513152,0,2.455738998,1.064980016,6,3,0,1.135593201,140.2847761,FALSE,none
USER_03820,0,82.59723403,0,1.051861173,0,3.312051634,2.820776862,4,2,0.013513513,1.233333313,228.5063514,FALSE,none
USER_02764,0,94.91800367,0,1.089144206,0,3.163372439,1.759368335,10,5,0.069444443,1.19999998,151.8819444,FALSE,none
USER_02607,0,84.55832044,0,1.069448925,0,2.758132978,2.102639348,2,7,0.039999999,1.249999979,186.4330667,FALSE,none
USER_04236,0,67.25011938,0,1.061024016,0,3.986051478,2.112739907,5,5,0.039999999,1.249999979,233.5898667,FALSE,none
USER_03335,0,91.2903673,0,1.032871889,0,4.004972319,2.063978157,3,2,0.013513513,1.233333313,188.5018919,FALSE,none
USER_01631,0,75.79926442,0,1.039041791,0,3.033590805,1.845733662,4,3,0.05479452,1.216666646,187.1449315,FALSE,none
USER_00673,0,63.49018788,0,1.051605988,0,3.350288377,2.357357475,5,8,0.078947367,1.266666646,217.8427632,FALSE,none
USER_00579,0,92.59010404,0,1.061073488,0,5.094909361,1.640444956,5,3,0.014492753,1.149999981,153.8931884,FALSE,none
USER_04292,0,62.37059313,0,1.021484026,0,4.728374043,1.959524984,5,3,0.03076923,1.083333315,151.4598462,FALSE,none
USER_02815,0,69.89403096,0,1.068521795,0,2.733420735,2.299711258,5,6,0.06849315,1.216666646,197.4364384,FALSE,none
USER_03979,0,86.25271904,0,1.04161821,0,4.084145167,1.831380547,6,4,0.057142856,1.186440658,176.0545714,FALSE,none
USER_03506,0,85.59314993,0,1.086501713,0,4.074082177,2.065409052,6,4,0.039999999,1.249999979,201.5641333,FALSE,none
USER_00205,0,93.05016406,0,1.048197815,0,4.095576692,1.105080084,7,2,0.059701492,1.116666648,144.5740299,FALSE,none
USER_04020,0,83.32466405,0,1.040011747,0,4.929238885,3.299019941,4,8,0.067567567,1.233333313,243.1172973,FALSE,none
USER_01722,0,90.44988986,0,1.041904482,0,2.409784452,1.568588343,4,7,0.057971014,1.149999981,165.4478261,FALSE,none
USER_01004,0,87.34601238,0,1.057386134,0,4.094738622,2.293310057,5,7,0.013513513,1.233333313,203.4240541,FALSE,none
USER_04055,0,95.27239744,0.071428571,1.082034339,0,3.930757466,2.93042632,7,9,0,1.266666646,236.2380263,FALSE,none
USER_00927,0,80.79330557,0,1.056840361,0,3.592702769,1.630803435,3,9,0.070422534,1.183333314,172.7664789,FALSE,none
USER_02475,0,72.98567271,0,1.142370228,0,4.826815335,2.144073357,2,5,0.028571428,1.166666647,168.9017143,FALSE,none
USER_04317,0,94.38617485,0,1.097793571,0,2.721518492,2.012443036,9,8,0.05479452,1.237288115,170.2258904,FALSE,none
USER_03552,0,63.47602964,0,1.104792487,0,2.594872893,1.524108371,6,3,0.052631578,1.266666646,165.1569737,FALSE,none
USER_02688,0,79.70950503,0,1.041544162,0,4.431014735,2.524394226,5,4,0.039999999,1.249999979,188.5921333,FALSE,none
USER_01552,0,90.76372191,0,1.068922261,0,3.048612263,1.214975228,6,5,0.013513513,1.233333313,143.0894595,FALSE,none
USER_04033,0,81.18138883,0,1.050995193,0,2.823955635,1.649275645,4,6,0.04109589,1.216666646,190.7886301,FALSE,none
USER_04115,0,74.04031596,0,1.027057333,0,4.222951947,3.373206255,2,4,0.09589041,1.216666646,210.4863014,FALSE,none
USER_03614,0,78.85695461,0.0625,1.053135573,0,2.698791374,3.086170844,4,5,0.038461538,1.299999978,226.0067949,FALSE,none
USER_01775,0,69.0910814,0.071428571,1.119360381,0,2.646988852,2.508808638,8,3,0.04054054,1.233333313,197.8591892,FALSE,none
USER_00092,0,94.31876786,0,1.068188482,0,3.04384898,2.065920604,5,5,0.04054054,1.233333313,179.1956757,FALSE,none
USER_02068,0,86.78639812,0,1.125277608,0,3.731465656,2.833995024,7,4,0.014492753,1.149999981,205.2611594,FALSE,none
USER_03316,0,99.79990672,0,1.060073467,0,3.109250481,1.770960859,5,4,0.070422534,1.20338981,203.5529577,FALSE,none
USER_00452,0,83.07940412,0,1.118680754,0,3.124812383,1.995930752,6,5,0.069444443,1.19999998,178.7722222,FALSE,none
USER_00181,0,83.07242598,0,1.118565624,0,2.72732867,1.178928128,6,2,0.057142856,1.166666647,134.972,FALSE,none
USER_00751,0,71.76688504,0,1.058930485,0,3.047938175,1.759854389,3,4,0.025316455,1.316666645,187.7734177,FALSE,none
USER_00968,0,72.52624793,0,1.064042372,0,2.47610254,1.511781279,9,7,0.025974026,1.283333312,164.4323377,FALSE,none
USER_00754,0,65.64660689,0,1.064172639,0,3.072613578,2.106783371,7,5,0.026666666,1.249999979,194.1106667,FALSE,none
USER_00890,0,71.64902093,0,1.155007723,0,3.595754378,1.059528616,4,1,0.028169014,1.183333314,159.3549296,FALSE,none
USER_02772,0,78.31414683,0,1.126643309,0,3.424798779,1.73099265,1,8,0.038961038,1.283333312,181.0720779,FALSE,none
USER_03658,0,69.69379154,0,1.054163843,0,3.708160492,2.780722811,8,4,0.0375,1.333333311,195.887375,FALSE,none
USER_00852,0,77.3780398,0,1.034524717,0,2.639160127,2.167565131,6,2,0.024691358,1.349999978,199.6109877,FALSE,none
USER_04370,0,90.03049668,0,1.076456718,0,3.42646202,3.022655672,8,6,0.013157895,1.266666646,197.7931579,FALSE,none
USER_00815,0,70.16938529,0,1.108570762,0,1.944465682,1.256886176,2,5,0.014925373,1.116666648,137.6641791,FALSE,none
USER_02918,0,75.39268072,0,1.016586367,0,3.970944456,4.423474807,3,4,0.013888889,1.19999998,249.1565278,FALSE,none
USER_00297,0,71.73953408,0,1.043209901,0,3.441570953,2.86647401,4,5,0.076923076,1.299999978,199,FALSE,none
USER_03995,0,98.61468925,0,1.072310917,0,4.896404045,2.947922837,3,7,0.01369863,1.216666646,204.6441096,FALSE,none
USER_02828,0,79.53672223,0,1.062985173,0,3.699981516,2.258193413,6,5,0.012820513,1.299999978,235.1239744,FALSE,none
USER_03142,0,75.46761208,0,1.101729934,0,5.276072035,2.31075653,8,5,0.039999999,1.249999979,175.6449333,FALSE,none
USER_02389,0,84.37988004,0,1.052581358,0,2.703391851,1.216117096,7,8,0.013333333,1.249999979,178.6873333,FALSE,none
USER_02374,0,93.25901755,0,1.048799017,0,2.929872978,1.875166114,2,4,0.09090909,1.283333312,172.3215584,FALSE,none
USER_02472,0,67.41322629,0,1.093206694,0,3.189549141,1.785364079,3,9,0.025974026,1.283333312,203.6124675,FALSE,none
USER_02371,0,75.04938577,0,1.03779349,0,2.998418653,1.914915139,4,4,0.063291138,1.316666645,197.9174684,FALSE,none
USER_00016,0,77.27556125,0,1.069777752,0,2.557393334,1.783561355,6,4,0.0125,1.333333311,185.000875,FALSE,none
USER_02125,0,81.52518134,0.153846154,1.075989057,0,3.510081777,1.98927557,4,2,0.066666666,1.249999979,172.4084,FALSE,none
USER_02468,0,87.23702916,0,1.072516855,0,5.516579911,1.896159367,5,3,0.028169014,1.183333314,185.4385915,FALSE,none
USER_00374,0,68.03625981,0,1.045114718,0,2.835814159,1.885213327,1,2,0.054054053,1.233333313,188.8972973,FALSE,none
USER_01704,0,75.28001538,0,1.161831167,0,4.033457157,1.891585641,4,7,0,1.133333314,165.1,FALSE,none
USER_02410,0,66.3535077,0,1.054618864,0,4.559343316,4.457725691,1,6,0.056338027,1.183333314,213.4442254,FALSE,none
USER_04211,0,87.45267796,0,1.105096161,0,2.751920363,1.502207548,6,5,0.101449274,1.149999981,153.6518841,FALSE,none
USER_04221,0,78.3880941,0,1.117912955,0,3.168287024,0.991717011,5,4,0.028571428,1.166666647,149.4641429,FALSE,none
USER_02330,0,83.04416981,0,1.040537903,0,5.248997458,2.137750669,3,4,0.084507041,1.183333314,206.1316901,FALSE,none
USER_00665,0,89.58421416,0,1.0784135,0,4.107744686,2.846237123,7,4,0.041666666,1.19999998,219.7847222,FALSE,none
USER_02235,0,95.64857403,0,1.084204138,0,3.850191569,3.749719905,5,9,0.02739726,1.216666646,224.8887671,FALSE,none
USER_01770,0,80.49673624,0,1.023052383,0,2.529031431,1.707313222,3,3,0.04054054,1.233333313,178.6724324,FALSE,none
USER_00659,0,109.3405835,0,1.073712694,0,4.693226376,1.561558206,4,5,0,1.149999981,163.1555072,FALSE,none
USER_00844,0,101.8736312,0,1.048534682,0,3.182198576,2.998760126,7,8,0.060975609,1.366666644,200.3421951,FALSE,none
USER_00248,0,80.26523261,0,1.072439583,0,3.321694072,2.820235255,6,4,0.013333333,1.271186419,243.2508,FALSE,none
USER_00462,0,60.92130046,0,1.056274561,0,2.820868366,1.999343123,5,4,0.027027027,1.254237267,223.23,FALSE,none
USER_00620,0,85.17564845,0.090909091,1.054174157,0,4.352371929,2.162891386,4,3,0.08219178,1.216666646,212.8912329,FALSE,none
USER_00166,0,66.87348353,0.0625,1.046740631,0,2.417147105,1.073393024,11,6,0.014705882,1.152542353,155.8577941,FALSE,none
USER_01869,0,92.3241776,0,1.155981592,0,3.650188775,2.153373941,6,2,0.09090909,1.099999982,179.59,FALSE,none
USER_02768,0,66.88132434,0,1.08653015,0,4.174213855,2.317990452,6,6,0.039999999,1.249999979,186.6693333,FALSE,none
USER_00048,0,91.44669367,0,1.063299666,0,3.213805521,2.272169991,6,5,0.038961038,1.283333312,194.9183117,FALSE,none
USER_00889,0,77.34110739,0,1.06457847,0,4.009239382,2.370760205,8,12,0.014084507,1.183333314,217.2704225,FALSE,none
USER_00124,0,93.6676437,0,1.108005668,0,3.360453084,0.99921776,4,7,0.03030303,1.099999982,143.3386364,FALSE,none
USER_00735,0,76.94370236,0,1.051283755,0,3.235416585,1.523499327,7,7,0.04054054,1.233333313,162.7028378,FALSE,none
USER_03353,0,87.89721112,0,1.099468088,0,2.858936,1.81215348,4,6,0.038461538,1.299999978,208.3824359,FALSE,none
USER_04132,0,80.39592389,0,1.022934688,0,4.392847732,2.7569399,3,5,0.04347826,1.149999981,238.9437681,FALSE,none
USER_01723,0,87.18087411,0,1.08447966,0,4.237018454,1.453471728,4,5,0.014705882,1.133333314,162.5639706,FALSE,none
USER_02811,0,80.22761535,0,1.068320281,0,3.193325481,1.744241526,4,3,0.044117646,1.133333314,172.1426471,FALSE,none
USER_00446,0,83.7161795,0.066666667,1.099165604,0,2.757977082,1.492290256,4,4,0,1.216666646,169.7986301,FALSE,none
USER_02515,0,60.20565364,0.076923077,1.172931997,0,2.860333066,1.651287673,8,5,0.014492753,1.169491506,149.0146377,FALSE,none
USER_03007,0,76.44971955,0,1.040643122,0,4.049909716,2.034290485,4,6,0.028571428,1.166666647,194.2435714,FALSE,none
USER_04744,0,81.49569483,0,1.049578302,0,2.757476274,1.804290146,7,5,0.039999999,1.249999979,199.3370667,FALSE,none
USER_03627,0,90.06959819,0,1.013731184,0,3.385878877,1.773602955,5,6,0.042857142,1.166666647,189.2044286,FALSE,none
USER_03578,0,66.29387057,0,1.014720001,0,3.209254275,1.622354545,10,2,0.026666666,1.249999979,177.1092,FALSE,none
USER_01395,0,86.77850645,0,1.027469999,0,4.524039874,2.255660759,3,6,0.013513513,1.233333313,179.8190541,FALSE,none
USER_00402,0,96.55718455,0,1.052119271,0,3.582700341,1.716494034,4,11,0.101449274,1.169491506,186.8073913,FALSE,none
USER_01734,0,75.29299198,0.142857143,1.074298088,0,3.560574459,1.692108958,5,7,0.04109589,1.216666646,183.9720548,FALSE,none
USER_01023,0,83.4193528,0,1.098770032,0,4.251931904,1.816825693,6,6,0.070422534,1.20338981,195.1740845,FALSE,none
USER_02783,0,69.07850678,0,1.056179425,0,2.708525975,1.504141087,6,4,0.069444443,1.19999998,164.8433333,FALSE,none
USER_01903,0,65.1642659,0.055555556,1.077861989,0,2.448075152,1.338048986,4,4,0.065789473,1.266666646,151.5089474,FALSE,none
USER_03291,0,93.91604331,0,1.132078898,0,2.403077141,1.03271861,5,3,0.066666666,1.249999979,148.7216,FALSE,none
USER_02972,0,87.15741233,0,1.050996341,0,4.576088702,2.061258218,9,6,0,1.233333313,200.8316216,FALSE,none
USER_03596,0,77.06766395,0.083333333,1.130318127,0,3.908472005,1.115083446,5,3,0.014705882,1.133333314,141.0486765,FALSE,none
USER_03256,0,75.23008308,0.055555556,1.05671016,0,2.160905787,2.100677595,4,4,0.063291138,1.316666645,219.181519,FALSE,none
USER_00183,0,83.87500283,0,1.036333642,0,4.24759472,3.176110913,5,6,0.056338027,1.20338981,218.1902817,FALSE,none
USER_03953,0,70.63932143,0,1.016503812,0,2.83326622,2.799286397,5,4,0.065789473,1.266666646,204.1439474,FALSE,none
USER_00301,0,81.37427012,0,1.060559926,0,2.753137622,1.380939031,5,4,0.026666666,1.249999979,161.8734667,FALSE,none
USER_00484,0,89.17536358,0,1.021843206,0,3.922078231,2.575137909,13,2,0.024691358,1.349999978,195.4650617,FALSE,none
USER_03762,0,75.65918978,0,1.060367437,0,3.087335435,2.459017465,4,3,0.027027027,1.233333313,172.2987838,FALSE,none
USER_04319,0,95.31370039,0,1.038143192,0,5.716284139,2.896166471,4,7,0.025974026,1.283333312,241.7645455,FALSE,none
USER_03144,0,78.62765499,0,1.019795114,0,3.16161616,2.285145929,6,1,0.013157895,1.266666646,193.1415789,FALSE,none
USER_03877,0,75.73355709,0,1.09382215,0,3.742107916,1.125148029,7,5,0.028169014,1.183333314,130.6671831,FALSE,none
USER_03269,0,93.3017569,0,1.132419985,0,2.434137273,1.449869184,5,6,0.014285714,1.166666647,144.4641429,FALSE,none
USER_01415,0,68.58197039,0,1.048452529,0,2.938157484,1.745892511,6,3,0.052631578,1.266666646,165.8335526,FALSE,none
USER_00607,0,71.21376601,0,1.100537613,0,3.142555853,2.304726635,3,4,0.013513513,1.233333313,169.0106757,FALSE,none
USER_04300,0,70.70956696,0.0625,1.104336354,0,3.222658072,2.645214628,4,3,0.065789473,1.266666646,217.0213158,FALSE,none
USER_03726,0,73.4900398,0.066666667,1.041624937,0,4.028482885,2.602802047,2,1,0.027777777,1.220338962,186.8665278,FALSE,none
USER_01764,0,93.31694291,0.0625,1.021035265,0,2.031319888,1.720214195,3,5,0.026666666,1.249999979,184.4065333,FALSE,none
USER_04405,0,70.13665672,0,1.03626924,0,2.880090293,1.56481153,7,3,0.012658228,1.316666645,175.6001266,FALSE,none
USER_02597,0,80.70923555,0,1.089132861,0,2.614977446,3.122831696,4,3,0.026315789,1.266666646,198.9767105,FALSE,none
USER_01614,0,83.10174827,0,1.035169281,0,3.354212878,1.690281126,4,5,0.028571428,1.166666647,178.2328571,FALSE,none
USER_04564,0,76.80186893,0,1.046528625,0,4.547979866,3.702999911,7,3,0.037974683,1.316666645,203.4524051,FALSE,none
USER_03522,0,79.3659436,0.133333333,1.07606161,0,2.856248202,1.301291224,2,5,0.013333333,1.249999979,196.5748,FALSE,none
USER_04252,0,91.02322471,0.076923077,1.030072322,0,3.656905196,1.511020331,4,6,0.013888889,1.19999998,161.2463889,FALSE,none
USER_01985,0,89.69159,0,1.054192878,0,4.711293354,2.040346588,5,3,0.056338027,1.183333314,182.724507,FALSE,none
USER_00342,0,82.34792778,0,1.042688174,0,2.795007738,1.875994832,5,3,0.027027027,1.233333313,181.5701351,FALSE,none
USER_01317,0,93.29931106,0,1.059423881,0,3.775096862,1.687380197,4,5,0.028169014,1.183333314,165.5214085,FALSE,none
USER_00319,0,77.30653235,0,1.034534086,0,2.962986028,1.367829563,5,3,0.038961038,1.283333312,172.3649351,FALSE,none
USER_04509,0,87.93818326,0,1.065146623,0,4.411823339,2.495026952,6,5,0.02739726,1.216666646,191.2724658,FALSE,none
USER_01437,0,77.49572456,0,1.105790078,0,3.318394179,1.109276363,3,3,0.014285714,1.186440658,133.474,FALSE,none
USER_04588,0,85.93555789,0,1.138176856,0,2.964515564,1.930308259,6,4,0.029850746,1.116666648,137.521791,FALSE,none
USER_02369,0,71.62373963,0,1.027383138,0,2.81054706,2.227283807,4,4,0.025641025,1.299999978,234.7278205,FALSE,none
USER_03213,0,62.94851874,0,1.090428775,0,2.55894611,1.924621855,6,1,0.026666666,1.249999979,197.0357333,FALSE,none
USER_01135,0,66.5683511,0,1.080105259,0,3.292538842,3.073757249,4,7,0.038961038,1.283333312,232.9320779,FALSE,none
USER_02821,0,101.0907184,0,1.033904802,0,3.427987948,1.800460594,7,2,0.057971014,1.149999981,212.2382609,FALSE,none
USER_01967,0,59.74168824,0,1.027322802,0,3.501276003,3.294599549,5,5,0.039473684,1.266666646,227.2732895,FALSE,none
USER_03711,0,72.00456282,0,1.056741017,0,5.560212617,2.017519142,7,4,0.02739726,1.216666646,203.9712329,FALSE,none
USER_00042,0,75.74724709,0,1.01474395,0,3.696789159,1.491143086,5,6,0.06849315,1.216666646,160.4594521,FALSE,none
USER_00824,0,75.30067951,0,1.06782209,0,5.705895338,1.206962595,3,3,0.03076923,1.083333315,144.5315385,FALSE,none
USER_04695,0,72.9212198,0,1.101583919,0,2.890499739,0.819376249,5,6,0.101449274,1.149999981,103.203913,FALSE,none
USER_01319,0,70.36378701,0,1.115560688,0,2.626002259,1.165576241,5,2,0.058823529,1.133333314,127.4242647,FALSE,none
USER_01739,0,94.96488286,0,1.035518367,0,3.872525034,1.584823022,4,7,0.057971014,1.149999981,150.8968116,FALSE,none
USER_02179,0,78.94944976,0,1.114632967,0,3.487746877,1.8036998,5,6,0.028169014,1.183333314,170.5826761,FALSE,none
USER_02007,0,68.56807143,0,1.12193448,0,3.692431135,1.65317293,3,6,0.039999999,1.249999979,204.8778667,FALSE,none
USER_03605,0,84.92768404,0,1.044506229,0,2.989213495,1.207106979,6,6,0.014925373,1.116666648,160.568806,FALSE,none
USER_01769,0,99.74622395,0,1.133251421,0,2.477445725,1.506024038,8,2,0.013888889,1.19999998,138.6554167,FALSE,none
USER_01752,0,64.98753684,0,1.045618158,0,4.569561375,1.718181663,4,5,0,1.116666648,197.9749254,FALSE,none
USER_00415,0,84.65907717,0,1.041092777,0,3.240564129,2.709800757,5,6,0.026666666,1.249999979,202.3901333,FALSE,none
USER_04000,0,66.05361505,0,1.021257326,0,4.015927715,4.340158544,3,8,0.049999999,1.35593218,254.982875,FALSE,none
USER_00356,0,69.99407612,0,1.039978013,0,5.282849188,2.527831813,5,4,0.025316455,1.316666645,173.3513924,FALSE,none
USER_01404,0,90.15267109,0,1.026775537,0,3.111009765,2.166280194,5,4,0.025974026,1.283333312,210.1471429,FALSE,none
USER_03409,0,62.8467925,0,1.08159594,0,2.213751461,1.14142516,5,9,0.05479452,1.216666646,194.1738356,FALSE,none
USER_04679,0,83.05563331,0,1.071322465,0,3.124423535,1.433290295,3,4,0.027777777,1.19999998,181.2683333,FALSE,none
USER_04402,0,105.0102903,0,1.052247294,0,3.263873018,1.633600338,5,4,0.042857142,1.166666647,170.372,FALSE,none
USER_01915,0,81.32086802,0.076923077,1.035221114,0,3.913400529,2.823973213,5,10,0.053333333,1.249999979,178.5529333,FALSE,none
USER_02337,0,87.40489998,0,1.048830697,0,2.941712653,1.813752227,3,9,0.027777777,1.19999998,174.9991667,FALSE,none
USER_00517,0,68.8483013,0,1.150215359,0,4.482149242,1.480433695,6,7,0.025974026,1.283333312,142.1792208,FALSE,none
USER_03313,0,91.52816234,0,1.026598099,0,4.417800722,3.039653203,4,3,0.028571428,1.166666647,229.5814286,FALSE,none
USER_00321,0,89.86822097,0,1.024375083,0,3.472280347,3.682020545,6,2,0.014285714,1.166666647,190.7562857,FALSE,none
USER_04230,0,89.75945282,0,1.136440661,0,4.703453303,2.015245998,6,3,0.028985507,1.149999981,184.1834783,FALSE,none
USER_01988,0,90.44414919,0,1.027645388,0,3.444826714,2.033640248,2,8,0.026315789,1.266666646,217.7568421,FALSE,none
USER_02962,0,66.8643129,0,1.070946671,0,3.274334361,2.354410884,8,4,0.057142856,1.166666647,176.3712857,FALSE,none
USER_01265,0,63.93178463,0.090909091,1.078575981,0,3.823994699,1.104054021,2,2,0.014285714,1.166666647,129.9677143,FALSE,none
USER_00711,0,59.90357319,0,1.081910055,0,5.033268347,4.030873724,5,3,0.04109589,1.216666646,261.9938356,FALSE,none
USER_04186,0,69.39566493,0,1.064872076,0,3.250503412,2.33056521,5,3,0.053333333,1.249999979,202.6504,FALSE,none
USER_02251,0,53.95866387,0,1.054691765,0,3.618312499,2.747897875,6,9,0.013513513,1.254237267,189.1882432,FALSE,none
USER_00925,0,83.96197209,0,1.126268951,0,2.260119153,1.831380672,4,5,0.04109589,1.216666646,146.300411,FALSE,none
USER_01112,0,86.99530504,0,1.082863668,0,3.29878279,2.879371104,7,3,0.012048193,1.38333331,224.276988,FALSE,none
USER_01273,0,78.28671452,0,1.051952486,0,2.693693911,1.389748437,4,5,0.028985507,1.149999981,149.8127536,FALSE,none
USER_01034,0,83.6697615,0,1.103376253,0,4.269465257,1.666208922,9,5,0.028571428,1.166666647,201.6978571,FALSE,none
USER_01358,0,89.95809452,0,1.04153979,0,5.306523446,3.732794545,8,5,0.057142856,1.166666647,245.4802857,FALSE,none
USER_03190,0,69.74179228,0,1.075440347,0,3.333175804,1.811758182,6,2,0.067567567,1.233333313,191.0751351,FALSE,none
USER_00138,0,66.79920029,0,1.035125938,0,5.643592427,2.567927567,3,8,0.028985507,1.149999981,200.9188406,FALSE,none
USER_01883,0,74.97812435,0,1.029181706,0,2.727550933,1.412811537,4,5,0.012195122,1.366666644,197.7284146,FALSE,none
USER_01354,0,84.54039961,0,1.033013915,0,3.569637639,3.700507147,5,7,0,1.249999979,230.0073333,FALSE,none
USER_04770,0,63.82303002,0,1.074778677,0,4.372884298,3.410722105,3,2,0.013157895,1.266666646,230.6607895,FALSE,none
USER_04692,0,89.83476081,0,1.055390219,0,3.628491874,2.915980846,5,3,0.028571428,1.166666647,213.8025714,FALSE,none
USER_03202,0,59.1867348,0,1.044131061,0,3.813391088,1.371401826,3,3,0.02739726,1.237288115,130.7734247,FALSE,none
USER_01332,0,91.7735068,0,1.038238904,0,3.843476371,2.429400749,4,5,0.029850746,1.116666648,165.8113433,FALSE,none
USER_04093,0,88.46020979,0,1.138861323,0,3.463735016,1.59230493,2,2,0.044117646,1.133333314,158.4795588,FALSE,none
USER_01256,0,75.41033681,0,1.105987097,0,2.558588381,2.548731904,3,4,0.039473684,1.266666646,189.8547368,FALSE,none
